activity_id,mol_chembl_id,compound_name,assay_chembl_id,assay_type,assay_cell_type,assay_organism,pref_name,description,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,doc_chembl_id,title,journal,year,volume,issue,first_page,last_page,doi,pubmed_id,patent_id
3264461,CHEMBL1098243,"tert-butyl 4-(6-{4-[(cyclopropylcarbamoyl)amino]phenyl}-4-morpholin-4-yl-1Hpyrazolo[3,4-d]pyrimidin-1-yl)piperidine-1-carboxylate",CHEMBL1104622,A,,,Cytochrome P450 2C9,Inhibition of CYP2C9 at 3 uM,Inhibition,=,40.0,%,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,CHEMBL1157009,"Discovery of 4-morpholino-6-aryl-1H-pyrazolo[3,4-d]pyrimidines as highly potent and selective ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR): optimization of the 6-aryl substituent.",J. Med. Chem.,2009.0,52,24,8010,8024,10.1021/jm9013828,19894727.0,
3264462,CHEMBL1097942,"isopropyl 4-(6-{4-[(cyclopropylcarbamoyl)amino]phenyl}-4-morpholin-4-yl-1Hpyrazolo[3,4-d]pyrimidin-1-yl)piperidine-1-carboxylate",CHEMBL1104622,A,,,Cytochrome P450 2C9,Inhibition of CYP2C9 at 3 uM,Inhibition,=,40.0,%,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,CHEMBL1157009,"Discovery of 4-morpholino-6-aryl-1H-pyrazolo[3,4-d]pyrimidines as highly potent and selective ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR): optimization of the 6-aryl substituent.",J. Med. Chem.,2009.0,52,24,8010,8024,10.1021/jm9013828,19894727.0,
3264463,CHEMBL1098242,"tert-butyl 4-[6-(4-{[(2-fluoroethyl)carbamoyl]amino}phenyl)-4-morpholin-4-yl-1Hpyrazolo[3,4-d]pyrimidin-1-yl]piperidine-1-carboxylate",CHEMBL1104622,A,,,Cytochrome P450 2C9,Inhibition of CYP2C9 at 3 uM,Inhibition,=,40.0,%,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,CHEMBL1157009,"Discovery of 4-morpholino-6-aryl-1H-pyrazolo[3,4-d]pyrimidines as highly potent and selective ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR): optimization of the 6-aryl substituent.",J. Med. Chem.,2009.0,52,24,8010,8024,10.1021/jm9013828,19894727.0,
3264464,CHEMBL1094981,"isopropyl 4-[6-(4-{[(2-fluoroethyl)carbamoyl]amino}phenyl)-4-morpholin-4-yl-1Hpyrazolo[3,4-d]pyrimidin-1-yl]piperidine-1-carboxylate",CHEMBL1104622,A,,,Cytochrome P450 2C9,Inhibition of CYP2C9 at 3 uM,Inhibition,=,40.0,%,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,CHEMBL1157009,"Discovery of 4-morpholino-6-aryl-1H-pyrazolo[3,4-d]pyrimidines as highly potent and selective ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR): optimization of the 6-aryl substituent.",J. Med. Chem.,2009.0,52,24,8010,8024,10.1021/jm9013828,19894727.0,
3264465,CHEMBL1095933,"tert-Butyl 4-(6-(4-(3-Methylureido)phenyl)-4-morpholino-1Hpyrazolo[3,4-d]pyrimidin-1-yl)piperidine-1-carboxylate",CHEMBL1104622,A,,,Cytochrome P450 2C9,Inhibition of CYP2C9 at 3 uM,Inhibition,=,23.0,%,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)(C)C)CC4)c3n2)cc1,CHEMBL1157009,"Discovery of 4-morpholino-6-aryl-1H-pyrazolo[3,4-d]pyrimidines as highly potent and selective ATP-competitive inhibitors of the mammalian target of rapamycin (mTOR): optimization of the 6-aryl substituent.",J. Med. Chem.,2009.0,52,24,8010,8024,10.1021/jm9013828,19894727.0,
3275396,CHEMBL76,"N*4*-(7-Chloro-quinolin-4-yl)-N*1*,N*1*-diethyl-pentane-1,4-diamine (Chloroquine)",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,114.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275397,CHEMBL180671,"N*1*,N*1*-Diethyl-N*4*-(7-phenoxy-quinolin-4-yl)-pentane-1,4-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,118.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275398,CHEMBL1087464,"N1,N1-diethyl-N4-(7-(trifluoromethoxy)quinolin-4-yl)pentane-1,4-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,105.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(OC(F)(F)F)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275399,CHEMBL144539,"N*1*,N*1*-Diethyl-N*4*-(7-trifluoromethyl-quinolin-4-yl)-pentane-1,4-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,103.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(C(F)(F)F)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275400,CHEMBL1087469,"N1-(7-chloroquinolin-4-yl)-N3-(cyclopropylmethyl)-N3-propylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,102.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275401,CHEMBL1087470,"N1-(bicyclo[2.2.1]hept-5-en-2-ylmethyl)-N3-(7-chloroquinolin-4-yl)-N1-propylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,109.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC2C=CC1C2,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275402,CHEMBL1087837,"N1-(7-chloroquinolin-4-yl)-N3-propyl-N3-(thiophen-3-ylmethyl)propane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,98.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccsc1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275403,CHEMBL1087964,"N1-(7-chloroquinolin-4-yl)-N3-(furan-3-ylmethyl)-N3-propylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,113.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccoc1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275404,CHEMBL1088374,"N1-(benzo[d][1,3]dioxol-4-ylmethyl)-N3-(7-chloroquinolin-4-yl)-N1-propylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,119.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275405,CHEMBL1088375,"N1-(7-chloroquinolin-4-yl)-N3-propyl-N3-(pyridin-2-ylmethyl)propane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,107.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccn1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275406,CHEMBL208948,2-({[3-(7-chloroquinolin-4-ylamino)propyl]propylamino}-methyl)-6-methoxyphenol,CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,97.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc(OC)c1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275407,CHEMBL214262,2-({[3-(7-chloroquinolin-4-ylamino)propyl]propylamino}-methyl)-4-trifluoromethoxyphenol,CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,96.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275408,CHEMBL212164,"N-(5-chlorofuran-2-ylmethyl)-N'-(7-chloroquinolin-4-yl)-Npropylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,98.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(Cl)o1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275409,CHEMBL213403,2-({[3-(7-chloroquinolin-4-ylamino)propyl]propylamino}-methyl)-4-methoxyphenol,CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,107.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC)ccc1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275410,CHEMBL1088514,"N1-(7-chloroquinolin-4-yl)-N3-propyl-N3-(2-(trifluoromethoxy)benzyl)propane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,93.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccc1OC(F)(F)F,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275411,CHEMBL376939,"N'-(7-chloroquinolin-4-yl)-N-(2-fluoro-6-methoxybenzyl)-Npropylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,104.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1c(F)cccc1OC,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275412,CHEMBL210188,"N'-(7-chloroquinolin-4-yl)-N-(5-methylfuran-2-ylmethyl)-Npropylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,85.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(C)o1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275413,CHEMBL213559,"N'-(7-chloroquinolin-4-yl)-N-(5-fluoro-2-methoxybenzyl)-Npropylpropane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,102.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(F)ccc1OC,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275414,CHEMBL1088123,"N-Benzo[1,3]dioxol-4-ylmethyl-N'-(7-chloroquinolin-4-yl)propane-1,3-diamine",CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,98.0,%,Clc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275415,CHEMBL1088254,2-{[3-(7-Chloroquinolin-4-ylamino)propylamino]methyl}-4-methoxyphenol,CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,102.0,%,COc1ccc(O)c(CNCCCNc2ccnc3cc(Cl)ccc23)c1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3275416,CHEMBL1088255,2-{[3-(7-Chloroquinolin-4-ylamino)propylamino]methyl}-6-methoxyphenol,CHEMBL1103798,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 1 uM by LC-MS/MS analysis relative to control,Inhibition,=,108.0,%,COc1cccc(CNCCCNc2ccnc3cc(Cl)ccc23)c1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277195,CHEMBL76,"N*4*-(7-Chloro-quinolin-4-yl)-N*1*,N*1*-diethyl-pentane-1,4-diamine (Chloroquine)",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,128.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277196,CHEMBL180671,"N*1*,N*1*-Diethyl-N*4*-(7-phenoxy-quinolin-4-yl)-pentane-1,4-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,115.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277197,CHEMBL1087464,"N1,N1-diethyl-N4-(7-(trifluoromethoxy)quinolin-4-yl)pentane-1,4-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,145.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(OC(F)(F)F)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277198,CHEMBL144539,"N*1*,N*1*-Diethyl-N*4*-(7-trifluoromethyl-quinolin-4-yl)-pentane-1,4-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,126.0,%,CCN(CC)CCCC(C)Nc1ccnc2cc(C(F)(F)F)ccc12,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277199,CHEMBL1087469,"N1-(7-chloroquinolin-4-yl)-N3-(cyclopropylmethyl)-N3-propylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,121.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277200,CHEMBL1087470,"N1-(bicyclo[2.2.1]hept-5-en-2-ylmethyl)-N3-(7-chloroquinolin-4-yl)-N1-propylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,73.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC2C=CC1C2,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277201,CHEMBL1087837,"N1-(7-chloroquinolin-4-yl)-N3-propyl-N3-(thiophen-3-ylmethyl)propane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,96.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccsc1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277202,CHEMBL1087964,"N1-(7-chloroquinolin-4-yl)-N3-(furan-3-ylmethyl)-N3-propylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,104.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccoc1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277203,CHEMBL1088374,"N1-(benzo[d][1,3]dioxol-4-ylmethyl)-N3-(7-chloroquinolin-4-yl)-N1-propylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,122.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277204,CHEMBL1088375,"N1-(7-chloroquinolin-4-yl)-N3-propyl-N3-(pyridin-2-ylmethyl)propane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,108.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccn1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277205,CHEMBL208948,2-({[3-(7-chloroquinolin-4-ylamino)propyl]propylamino}-methyl)-6-methoxyphenol,CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,106.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc(OC)c1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277206,CHEMBL214262,2-({[3-(7-chloroquinolin-4-ylamino)propyl]propylamino}-methyl)-4-trifluoromethoxyphenol,CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,79.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277207,CHEMBL212164,"N-(5-chlorofuran-2-ylmethyl)-N'-(7-chloroquinolin-4-yl)-Npropylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,79.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(Cl)o1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277208,CHEMBL213403,2-({[3-(7-chloroquinolin-4-ylamino)propyl]propylamino}-methyl)-4-methoxyphenol,CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,128.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC)ccc1O,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277209,CHEMBL1088514,"N1-(7-chloroquinolin-4-yl)-N3-propyl-N3-(2-(trifluoromethoxy)benzyl)propane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,63.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccc1OC(F)(F)F,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277210,CHEMBL376939,"N'-(7-chloroquinolin-4-yl)-N-(2-fluoro-6-methoxybenzyl)-Npropylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,100.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1c(F)cccc1OC,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
3277211,CHEMBL210188,"N'-(7-chloroquinolin-4-yl)-N-(5-methylfuran-2-ylmethyl)-Npropylpropane-1,3-diamine",CHEMBL1103804,A,,Homo sapiens,Cytochrome P450 2C9,Inhibition of CYP2C9 in human liver microsomes assessed as metabolite produced at 10 uM by LC-MS/MS analysis relative to control,Inhibition,=,46.0,%,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(C)o1,CHEMBL1157913,Development of a new generation of 4-aminoquinoline antimalarial compounds using predictive pharmacokinetic and toxicology models.,J. Med. Chem.,2010.0,53,9,3685,3695,10.1021/jm100057h,20361799.0,
